time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.UTM_easting,.UTM_northing,.Zone,.Letter,.Quality
2022/10/11/16:32:30.879713,36,1665545551,0,GPS1_Frame,42.33626174926758,-71.08849334716797,39.599998474121094,327945.90625,4689224.5,19,T,4
2022/10/11/16:32:31.852286,37,1665545552,0,GPS1_Frame,42.33626174926758,-71.08849334716797,39.599998474121094,327946.0625,4689224.5,19,T,4
2022/10/11/16:32:32.872368,38,1665545553,0,GPS1_Frame,42.336265563964844,-71.08848571777344,39.70000076293945,327946.34375,4689225.0,19,T,4
2022/10/11/16:32:33.866858,39,1665545554,0,GPS1_Frame,42.33626937866211,-71.08848571777344,39.70000076293945,327946.65625,4689225.0,19,T,4
2022/10/11/16:32:34.868989,40,1665545555,0,GPS1_Frame,42.33626937866211,-71.0884780883789,39.79999923706055,327946.90625,4689225.5,19,T,4
2022/10/11/16:32:35.867477,41,1665545556,0,GPS1_Frame,42.336273193359375,-71.0884780883789,39.79999923706055,327947.0625,4689225.5,19,T,4
2022/10/11/16:32:36.873981,42,1665545557,0,GPS1_Frame,42.336273193359375,-71.0884780883789,39.79999923706055,327947.28125,4689226.0,19,T,4
2022/10/11/16:32:37.869416,43,1665545558,0,GPS1_Frame,42.33627700805664,-71.0884780883789,39.900001525878906,327947.40625,4689226.0,19,T,4
2022/10/11/16:32:38.887319,44,1665545559,0,GPS1_Frame,42.33627700805664,-71.08847045898438,40.0,327947.65625,4689226.0,19,T,4
2022/10/11/16:32:39.868017,45,1665545560,0,GPS1_Frame,42.336280822753906,-71.08847045898438,40.099998474121094,327947.96875,4689226.5,19,T,4
2022/10/11/16:32:40.885813,46,1665545561,0,GPS1_Frame,42.33628463745117,-71.08846282958984,40.099998474121094,327948.34375,4689227.0,19,T,4
2022/10/11/16:32:41.867109,47,1665545562,0,GPS1_Frame,42.33628845214844,-71.08846282958984,40.0,327948.625,4689227.5,19,T,4
2022/10/11/16:32:42.868690,48,1665545563,0,GPS1_Frame,42.3362922668457,-71.08845520019531,40.099998474121094,327948.875,4689227.5,19,T,4
2022/10/11/16:32:43.859732,49,1665545564,0,GPS1_Frame,42.3362922668457,-71.08845520019531,40.0,327949.125,4689228.0,19,T,4
2022/10/11/16:32:44.879081,50,1665545565,0,GPS1_Frame,42.33629608154297,-71.08845520019531,39.900001525878906,327949.40625,4689228.0,19,T,4
2022/10/11/16:32:45.863331,51,1665545566,0,GPS1_Frame,42.336299896240234,-71.08844757080078,39.900001525878906,327949.78125,4689228.5,19,T,4
2022/10/11/16:32:46.874580,52,1665545567,0,GPS1_Frame,42.336299896240234,-71.08844757080078,39.900001525878906,327950.0625,4689228.5,19,T,4
2022/10/11/16:32:47.862153,53,1665545568,0,GPS1_Frame,42.3363037109375,-71.08843994140625,39.79999923706055,327950.34375,4689229.0,19,T,4
2022/10/11/16:32:48.876507,54,1665545569,0,GPS1_Frame,42.336307525634766,-71.08843994140625,39.900001525878906,327950.59375,4689229.5,19,T,4
2022/10/11/16:32:49.856257,55,1665545570,0,GPS1_Frame,42.33631134033203,-71.08843231201172,39.900001525878906,327950.875,4689230.0,19,T,4
2022/10/11/16:32:50.879740,56,1665545571,0,GPS1_Frame,42.3363151550293,-71.08843231201172,39.79999923706055,327951.1875,4689230.0,19,T,4
2022/10/11/16:32:51.865142,57,1665545572,0,GPS1_Frame,42.3363151550293,-71.08842468261719,39.900001525878906,327951.4375,4689230.5,19,T,4
2022/10/11/16:32:52.874340,58,1665545573,0,GPS1_Frame,42.33631896972656,-71.08842468261719,39.900001525878906,327951.9375,4689230.5,19,T,4
2022/10/11/16:32:53.867798,59,1665545574,0,GPS1_Frame,42.33632278442383,-71.08841705322266,39.900001525878906,327952.375,4689231.0,19,T,4
2022/10/11/16:32:54.865608,60,1665545575,0,GPS1_Frame,42.33632278442383,-71.08840942382812,39.79999923706055,327952.75,4689231.0,19,T,4
2022/10/11/16:32:55.861122,61,1665545576,0,GPS1_Frame,42.33632278442383,-71.08840942382812,39.79999923706055,327953.21875,4689231.5,19,T,4
2022/10/11/16:32:56.878867,62,1665545577,0,GPS1_Frame,42.336326599121094,-71.0884017944336,39.900001525878906,327953.625,4689231.5,19,T,4
